team_name,matches,mean_contexg_for,mean_contexg_against,contexg_diff,mean_goals_for,mean_goals_against,mean_gd,mean_xg_for,mean_xg_against,mean_xgd
Arsenal,30,1.938312121159523,0.873451069286739,1.064861051872784,1.9666666666666666,0.7333333333333333,1.2333333333333334,1.9610684666666667,0.7953306733333334,1.1657377933333333
Manchester City,29,2.0086058475778144,1.0254164548350373,0.9831893927427768,2.0344827586206895,0.9310344827586207,1.103448275862069,2.0198015517241377,1.1924166896551724,0.8273848620689652
Chelsea,29,1.8167989162156861,1.1781988053074928,0.6386001109081932,1.8275862068965518,1.1724137931034482,0.6551724137931036,2.1225484827586207,1.4779523793103448,0.6445961034482759
Liverpool,29,1.8132350304534999,1.2150812811921337,0.5981537492613663,1.6551724137931034,1.3448275862068966,0.31034482758620685,1.8605662068965518,1.2774757931034484,0.5830904137931034
Manchester United,29,1.6389941179331475,1.2886609674357405,0.3503331504974073,1.7586206896551724,1.3793103448275863,0.3793103448275861,1.9106271034482758,1.2743329655172413,0.6362941379310345
Newcastle United,29,1.515087461113651,1.3449939620830476,0.17009349903060308,1.4482758620689655,1.4827586206896552,-0.034482758620689724,1.634628,1.370801275862069,0.26382672413793107
Brentford,29,1.486331662454147,1.3188386543866861,0.1674930080674608,1.5172413793103448,1.3793103448275863,0.13793103448275845,1.7691463793103448,1.4737163103448276,0.29543006896551716
Crystal Palace,29,1.3997099637371737,1.3579727407048936,0.04173722303227996,1.1379310344827587,1.206896551724138,-0.06896551724137923,1.6771131034482758,1.5088519999999999,0.16826110344827594
Bournemouth,29,1.4906867879546106,1.4718468422076831,0.01883994574692749,1.5172413793103448,1.5862068965517242,-0.06896551724137945,1.7130130689655174,1.451951724137931,0.2610613448275865
Brighton,29,1.3953686513550998,1.4022604495010738,-0.006891798145973956,1.3103448275862069,1.2413793103448276,0.06896551724137923,1.4518852068965518,1.4739143103448276,-0.0220291034482758
Aston Villa,29,1.3720058052749142,1.3837677848934886,-0.011761979618574227,1.3448275862068966,1.1724137931034482,0.1724137931034484,1.3450565862068966,1.545780172413793,-0.20072358620689634
Fulham,29,1.3832659175611925,1.399380702242679,-0.016114784681486555,1.3793103448275863,1.4827586206896552,-0.10344827586206895,1.2606250344827588,1.5866283793103448,-0.3260033448275861
Leeds,29,1.3274136823239935,1.4483323896570568,-0.12091870733306326,1.2758620689655173,1.6551724137931034,-0.3793103448275861,1.5113751034482759,1.5435196551724137,-0.03214455172413788
Everton,29,1.2303937148269202,1.493767603754819,-0.26337388892789904,1.1724137931034482,1.1379310344827587,0.0344827586206895,1.3001668620689655,1.512338103448276,-0.21217124137931043
Tottenham,29,1.2393640959127123,1.5471438357751055,-0.3077797398623931,1.3448275862068966,1.5862068965517242,-0.24137931034482762,1.1796418000000002,1.559653724137931,-0.3800119241379307
Nottingham Forest,29,1.1887287413636143,1.6122164534079513,-0.42348771204433694,0.9655172413793104,1.4827586206896552,-0.5172413793103449,1.2089274137931034,1.7297885172413792,-0.5208611034482757
Sunderland,29,1.0932618384951653,1.649283981028463,-0.5560221425332977,1.0344827586206897,1.1724137931034482,-0.13793103448275845,1.0373796896551724,1.6117699655172415,-0.5743902758620691
West Ham,29,1.1210092089624215,1.686791758788923,-0.5657825498265016,1.206896551724138,1.8620689655172413,-0.6551724137931034,1.297462896551724,1.8437895172413792,-0.5463266206896551
Wolverhampton Wanderers,30,0.9703049145423358,1.7350882622899986,-0.7647833477476628,0.7333333333333333,1.7333333333333334,-1.0,0.9306731333333335,1.747481,-0.8168078666666666
Burnley,29,0.9540470518323455,1.9607790393097528,-1.0067319874774072,1.103448275862069,2.0,-0.896551724137931,0.9422400344827587,2.1684850344827584,-1.2262449999999996
